9F	CD	01	02	04	08	11	00	21	00	3C	00	7C	00	11	02
AD	CD	01	02	04	08	11	00	21	00	3C	00	7C	00	11	02
AB	CD	01	02	04	08	11	00	21	00	3C	00	7C	00	11	02
95	CD	01	02	04	08	11	00	21	00	3C	00	7C	00	11	02
B9	CD	01	02	04	08	11	00	21	00	3C	00	7C	00	11	02
A3	CD	01	02	04	08	11	00	21	00	3C	00	7C	00	11	02
A2	CD	01	02	04	08	11	00	21	00	3C	00	7C	00	11	02
BA	CD	01	02	04	08	11	00	21	00	3C	00	7C	00	11	02
C3	CD	01	02	04	08	11	00	21	00	3C	00	7C	00	11	02
AE	CD	01	02	04	08	11	00	21	00	3C	00	7C	00	11	02
94	CD	01	02	04	08	11	00	21	00	3C	00	7C	00	56	02
A5	CD	01	02	04	08	11	00	21	00	3C	00	7C	00	11	02
9A	CD	01	02	04	08	11	00	21	00	3C	00	7C	00	00	02
96	CD	01	02	04	08	11	00	21	00	3C	00	7C	00	11	02
99	CD	01	02	04	08	11	00	21	00	3C	00	7C	00	56	02
C2	CD	01	02	04	08	11	00	21	00	3C	00	7C	00	11	02
97	CD	01	02	04	08	11	00	21	00	3C	00	7C	00	11	02
B3	CD	01	02	04	08	0D	00	11	00	3C	00	7C	00	11	02
98	CD	01	02	04	08	11	00	21	00	3C	00	7C	00	11	02
B8	CD	01	02	04	08	11	00	21	00	3C	00	7C	00	11	02
AF	CD	01	02	04	08	11	00	21	00	3C	00	7C	00	11	02
9B	CD	01	02	04	08	11	00	21	00	3C	00	7C	00	11	02
9C	CD	01	02	04	08	11	00	21	00	3C	00	7C	00	11	02
7C	2E	01	02	04	08	11	00	3C	00	0D	00	7C	00	11	02
00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	02
00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	02
87	CD	01	02	04	08	11	00	32	00	3C	00	7C	00	56	02
F4	29	01	02	04	08	11	00	18	00	1F	00	1E	00	56	03
F5	29	01	02	04	08	11	00	18	00	1F	00	1E	00	56	03
6A	2C	01	02	04	08	1F	00	8B	00	49	00	4B	00	56	08
24	2C	01	02	04	08	05	00	8B	00	45	00	48	00	56	02
1B	2A	01	02	04	08	3B	00	59	00	5B	00	8D	00	01	02
6B	2C	01	02	04	08	45	00	5C	00	11	00	49	00	56	08
6C	2C	01	02	04	08	48	00	5D	00	11	00	4B	00	56	08
00	00	00	00	00	00	11	00	14	00	32	00	0D	00	00	02
5C	2D	01	02	04	08	B8	00	47	00	54	00	3C	00	88	02
40	2A	01	02	04	08	A4	00	11	00	A7	00	7C	00	88	02
94	2A	01	02	04	08	11	00	32	00	7C	00	3C	00	56	02
95	2A	01	02	04	08	11	00	32	00	7C	00	3C	00	56	02
96	2A	01	02	04	08	11	00	32	00	7C	00	3C	00	56	02
97	2A	01	02	04	08	11	00	32	00	7C	00	3C	00	56	02
50	2D	01	02	04	08	B8	00	0D	00	B7	00	81	00	11	02
67	2F	01	02	04	08	11	00	0D	00	32	00	18	00	11	02
45	2A	01	02	04	08	9F	00	A2	00	A7	00	A0	00	88	02
76	2A	01	02	04	08	9D	00	A4	00	A7	00	7C	00	05	02
84	2E	01	02	04	08	11	00	05	00	7C	00	3C	00	11	02
85	2E	01	02	04	08	11	00	05	00	7C	00	3C	00	11	02
82	2E	01	02	04	08	05	00	E9	00	EC	00	ED	00	21	02
81	2E	01	02	04	08	05	00	E9	00	EA	00	EB	00	11	02
83	2E	01	02	04	08	05	00	E9	00	EC	00	EE	00	11	02
BE	2D	01	02	04	08	0D	00	11	00	32	00	7C	00	11	02
31	2C	01	02	04	08	49	00	45	00	78	00	F5	00	76	01
32	2C	01	02	04	08	4B	00	48	00	79	00	F6	00	76	01
1A	2A	01	02	04	08	1F	00	18	00	11	00	4D	00	56	05
13	2A	01	02	04	08	34	00	74	00	7C	00	3C	00	56	05
18	2A	01	02	04	08	34	00	74	00	7C	00	3C	00	56	05
17	2A	01	02	04	08	3B	00	59	00	67	00	24	00	56	05
12	2A	01	02	04	08	34	00	74	00	7C	00	3C	00	56	05
77	2A	01	02	04	08	9D	00	A4	00	A7	00	7C	00	88	02
3D	2A	01	02	04	08	11	00	A4	00	A7	00	3C	00	88	02
18	2E	01	02	04	08	11	00	12	00	B1	00	3C	00	11	02
1C	2E	01	02	04	08	11	00	12	00	B2	00	3C	00	11	02
1A	2E	01	02	04	08	11	00	12	00	B3	00	3C	00	11	02
1D	2E	01	02	04	08	11	00	12	00	B4	00	3C	00	11	02
19	2E	01	02	04	08	11	00	12	00	B5	00	3C	00	11	02
1B	2E	01	02	04	08	11	00	12	00	B6	00	3C	00	11	02
77	2E	01	02	04	08	0D	00	3C	00	11	00	32	00	11	02
39	2C	01	02	04	08	2E	00	45	00	30	00	8C	00	56	08
3A	2C	01	02	04	08	2F	00	48	00	31	00	8F	00	56	08
3A	2A	01	02	04	08	3C	00	21	00	24	00	7C	00	33	02
D8	2A	01	02	04	08	BE	00	1F	00	20	00	24	00	01	02
D9	2A	01	02	04	08	BB	00	BE	00	3C	00	05	00	01	02
DA	2A	01	02	04	08	BB	00	BE	00	3C	00	05	00	01	02
71	2F	01	02	04	08	11	00	1E	00	21	00	0D	00	11	02
FE	2E	01	02	04	08	20	00	7F	00	32	00	3C	00	11	02
FF	2E	01	02	04	08	24	00	7F	00	3C	00	20	00	11	02
10	2F	01	02	04	08	3C	00	24	00	D2	00	D3	00	11	02
0D	2F	01	02	04	08	11	00	0D	00	3C	00	80	00	11	02
11	2F	01	02	04	08	3C	00	24	00	D2	00	D3	00	11	02
0F	2F	01	02	04	08	24	00	0D	00	3C	00	80	00	11	02
F5	2E	01	02	04	08	1F	00	20	00	32	00	3C	00	56	02
F7	2E	01	02	04	08	1F	00	20	00	32	00	3C	00	11	02
F8	2E	01	02	04	08	1F	00	20	00	32	00	3C	00	11	02
B3	2A	01	02	04	08	11	00	21	00	7C	00	3C	00	99	02
B4	2A	01	02	04	08	11	00	21	00	7C	00	3C	00	56	02
B2	2A	01	02	04	08	11	00	21	00	7C	00	3C	00	56	02
6C	2F	01	02	04	08	0D	00	8B	00	AD	00	3C	00	11	02
00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	02
00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	02
AE	2A	01	02	04	08	32	00	3C	00	7C	00	AF	00	11	02
AD	2A	01	02	04	08	32	00	3C	00	7C	00	AF	00	11	02
C6	2F	01	02	04	08	0D	00	3C	00	11	00	32	00	11	02
19	2A	01	02	04	08	11	00	32	00	7C	00	3C	00	56	02
3F	2C	01	02	04	08	37	00	15	00	45	00	27	00	56	02
40	2C	01	02	04	08	38	00	15	00	48	00	28	00	56	02
6F	2C	01	02	04	08	96	00	49	00	16	00	45	00	00	02
70	2C	01	02	04	08	97	00	4B	00	16	00	48	00	00	02
E0	29	01	02	04	08	1F	00	18	00	11	00	E2	00	76	01
E1	29	01	02	04	08	1F	00	18	00	11	00	E2	00	76	01
E4	2D	01	02	04	08	11	00	21	00	3C	00	7C	00	33	02
DC	29	01	02	04	08	1F	00	18	00	11	00	3B	00	21	02
22	2A	01	02	04	08	0D	00	15	00	3B	00	67	00	33	02
E5	2D	01	02	04	08	11	00	21	00	3C	00	7C	00	33	02
97	2E	01	02	04	08	44	00	87	00	98	00	15	00	11	02
CE	2E	01	02	04	08	57	00	87	00	98	00	15	00	11	02
D2	2E	01	02	04	08	72	00	35	00	42	00	15	00	11	02
96	2E	01	02	04	08	8B	00	32	00	7C	00	15	00	11	02
CD	2E	01	02	04	08	57	00	87	00	98	00	15	00	11	02
CB	2E	01	02	04	08	57	00	87	00	98	00	15	00	00	02
CF	2E	01	02	04	08	44	00	87	00	57	00	13	00	11	02
D0	2E	01	02	04	08	44	00	87	00	57	00	13	00	11	02
D1	2E	01	02	04	08	8B	00	87	00	98	00	15	00	11	02
CC	2E	01	02	04	08	8B	00	35	00	42	00	15	00	11	02
D3	2E	01	02	04	08	8B	00	35	00	42	00	15	00	11	02
D0	2A	01	02	04	08	32	00	81	00	7C	00	3C	00	05	02
63	2F	01	02	04	08	CE	00	B7	00	7C	00	4A	00	11	02
64	2F	01	02	04	08	CE	00	B7	00	7C	00	4A	00	11	02
49	2F	01	02	04	08	11	00	3C	00	7C	00	21	00	11	02
4A	2F	01	02	04	08	11	00	3C	00	7C	00	21	00	11	02
4B	2F	01	02	04	08	11	00	3C	00	7C	00	21	00	11	02
4C	2F	01	02	04	08	11	00	3C	00	7C	00	21	00	11	02
DF	2A	01	02	04	08	11	00	12	00	13	00	14	00	56	02
E0	2A	01	02	04	08	11	00	12	00	13	00	14	00	56	02
30	2E	01	02	04	08	11	00	1F	00	32	00	3C	00	56	02
34	2E	01	02	04	08	11	00	1F	00	32	00	3C	00	56	02
32	2E	01	02	04	08	11	00	1F	00	32	00	3C	00	56	02
35	2E	01	02	04	08	11	00	1F	00	32	00	3C	00	56	02
31	2E	01	02	04	08	11	00	1F	00	32	00	3C	00	56	02
33	2E	01	02	04	08	11	00	1F	00	32	00	3C	00	56	02
68	2E	01	02	04	08	11	00	12	00	83	00	85	00	56	02
69	2E	01	02	04	08	11	00	12	00	86	00	88	00	56	02
C0	2D	01	02	04	08	11	00	13	00	32	00	91	00	11	02
DB	2A	01	02	04	08	BB	00	21	00	3C	00	7C	00	01	02
C2	2E	01	02	04	08	BB	00	21	00	3C	00	7C	00	11	02
06	2D	01	02	04	08	11	00	9F	00	99	00	12	00	56	02
8B	CD	01	02	04	08	11	00	21	00	3C	00	7C	00	11	02
9E	2C	01	02	04	08	96	00	5C	00	49	00	29	00	56	02
9F	2C	01	02	04	08	97	00	5D	00	4B	00	2A	00	56	02
37	2C	01	02	04	08	15	00	45	00	3B	00	8C	00	00	02
38	2C	01	02	04	08	15	00	48	00	3B	00	8F	00	00	02
9C	2C	01	02	04	08	8C	00	8B	00	15	00	27	00	56	02
9D	2C	01	02	04	08	8F	00	8B	00	15	00	28	00	56	02
41	2C	01	02	04	08	9B	00	2C	00	45	00	15	00	56	02
42	2C	01	02	04	08	9C	00	2D	00	48	00	15	00	56	02
0F	2D	01	02	04	08	AE	00	18	00	0C	00	0F	00	56	02
16	2D	01	02	04	08	12	00	18	00	0C	00	0F	00	11	02
17	2D	01	02	04	08	12	00	18	00	0C	00	0F	00	00	02
15	2D	01	02	04	08	12	00	18	00	0C	00	0F	00	11	02
51	2D	01	02	04	08	BD	00	18	00	CF	00	B8	00	88	02
29	2D	01	02	04	08	11	00	26	00	0B	00	12	00	56	02
28	2D	01	02	04	08	0B	00	11	00	1F	00	7C	00	56	02
2A	2D	01	02	04	08	1E	00	1F	00	0B	00	3C	00	56	02
87	2A	01	02	04	08	11	00	1C	00	1D	00	1F	00	56	0A
82	2A	01	02	04	08	11	00	1A	00	1B	00	1F	00	56	0A
CD	29	01	02	04	08	1F	00	E5	00	E6	00	E7	00	76	00
D1	29	01	02	04	08	1F	00	E5	00	E6	00	E7	00	76	00
CF	29	01	02	04	08	1F	00	E5	00	E6	00	E7	00	76	00
D2	29	01	02	04	08	1F	00	E5	00	E6	00	E7	00	76	00
CE	29	01	02	04	08	1F	00	E5	00	E6	00	E7	00	76	00
D0	29	01	02	04	08	1F	00	E5	00	E6	00	E7	00	76	00
D9	29	01	02	04	08	11	00	6D	00	1F	00	3B	00	21	00
CC	29	01	02	04	08	24	00	34	00	3C	00	6D	00	56	00
67	2D	01	02	04	08	0D	00	11	00	3C	00	7C	00	11	02
B5	2D	01	02	04	08	0D	00	7A	00	32	00	7C	00	01	02
B6	2D	01	02	04	08	0D	00	7A	00	32	00	7C	00	01	02
B7	2D	01	02	04	08	0D	00	7A	00	32	00	7C	00	01	02
EC	2C	01	02	04	08	58	00	3F	00	43	00	3C	00	11	02
ED	2C	01	02	04	08	58	00	3F	00	43	00	3C	00	33	02
EE	2C	01	02	04	08	58	00	3F	00	43	00	3C	00	33	02
EF	2C	01	02	04	08	58	00	3F	00	7C	00	3C	00	33	02
52	2D	01	02	04	08	B8	00	C0	00	C1	00	32	00	88	02
91	2F	01	02	04	08	11	00	21	00	3C	00	7C	00	22	02
00	00	01	02	04	08	00	00	00	00	00	00	00	00	00	02
A8	2C	01	02	04	08	96	00	5C	00	29	00	49	00	56	09
A9	2C	01	02	04	08	97	00	5D	00	2A	00	4B	00	56	09
A6	2C	01	02	04	08	94	00	15	00	27	00	8C	00	56	09
A7	2C	01	02	04	08	95	00	15	00	28	00	8F	00	56	09
77	2C	01	02	04	08	96	00	5C	00	49	00	8B	00	56	02
78	2C	01	02	04	08	97	00	5D	00	4B	00	8B	00	56	02
3D	2C	01	02	04	08	71	00	9B	00	45	00	8C	00	56	02
3E	2C	01	02	04	08	73	00	9C	00	48	00	8F	00	56	02
41	2A	01	02	04	08	11	00	21	00	A7	00	9F	00	88	02
3E	2A	01	02	04	08	11	00	A3	00	0F	00	05	00	33	02
43	2A	01	02	04	08	A3	00	21	00	A7	00	9F	00	33	02
A3	2A	01	02	04	08	11	00	22	00	32	00	3C	00	56	02
A2	2A	01	02	04	08	11	00	22	00	32	00	3C	00	56	02
A1	2A	01	02	04	08	11	00	22	00	32	00	3C	00	56	02
A0	2A	01	02	04	08	11	00	22	00	32	00	3C	00	56	02
CA	2A	01	02	04	08	11	00	32	00	3C	00	7C	00	11	02
C3	2D	01	02	04	08	11	00	32	00	3C	00	7C	00	11	02
C0	30	01	02	04	08	6F	00	62	00	22	00	11	00	11	02
C4	30	01	02	04	08	6F	00	62	00	66	00	22	00	11	02
C1	30	01	02	04	08	6F	00	62	00	22	00	11	00	11	02
C2	30	01	02	04	08	6F	00	11	00	3C	00	22	00	11	02
C9	30	01	02	04	08	6F	00	11	00	3C	00	22	00	01	02
C5	30	01	02	04	08	6F	00	62	00	66	00	22	00	11	02
C6	30	01	02	04	08	6F	00	62	00	66	00	22	00	11	02
7B	2F	01	02	04	08	11	00	22	00	1F	00	3C	00	11	02
C7	30	01	02	04	08	6F	00	62	00	66	00	22	00	05	02
38	2A	01	02	04	08	11	00	0D	00	9F	00	A0	00	44	02
7B	2C	01	02	04	08	96	00	5C	00	49	00	45	00	56	08
7C	2C	01	02	04	08	97	00	5D	00	4B	00	48	00	56	08
2D	2C	01	02	04	08	0B	00	45	00	7D	00	8C	00	56	08
2E	2C	01	02	04	08	0B	00	48	00	7E	00	8F	00	56	08
79	2C	01	02	04	08	96	00	5C	00	06	00	49	00	01	08
7A	2C	01	02	04	08	97	00	5D	00	08	00	4B	00	01	08
1B	2D	01	02	04	08	46	00	47	00	43	00	3C	00	22	02
1C	2D	01	02	04	08	46	00	47	00	54	00	3C	00	22	02
8F	2F	01	02	04	08	B7	00	0D	00	14	00	CE	00	11	02
1F	2D	01	02	04	08	43	00	54	00	46	00	47	00	88	02
55	2D	01	02	04	08	B8	00	14	00	46	00	47	00	88	02
20	2D	01	02	04	08	46	00	47	00	43	00	14	00	22	02
A1	2E	01	02	04	08	11	00	0D	00	7C	00	3C	00	11	02
9F	2E	01	02	04	08	11	00	32	00	7C	00	3C	00	11	02
99	2A	01	02	04	08	11	00	32	00	22	00	3C	00	56	0A
98	2A	01	02	04	08	11	00	32	00	22	00	3C	00	56	0A
12	2F	01	02	04	08	11	00	0D	00	1F	00	3C	00	11	02
94	2F	01	02	04	08	11	00	0D	00	1F	00	3C	00	11	02
CB	2A	01	02	04	08	8B	00	4A	00	7C	00	3C	00	21	02
CC	2A	01	02	04	08	43	00	4A	00	7C	00	3C	00	11	02
58	2F	01	02	04	08	8B	00	4A	00	53	00	3C	00	11	02
3C	2A	01	02	04	08	9E	00	A4	00	3C	00	7C	00	88	02
15	2A	01	02	04	08	3B	00	59	00	5A	00	8D	00	56	05
04	2A	01	02	04	08	24	00	82	00	77	00	3C	00	00	06
00	2A	01	02	04	08	24	00	82	00	11	00	3C	00	00	06
01	2A	01	02	04	08	24	00	82	00	11	00	12	00	00	06
07	2A	01	02	04	08	24	00	82	00	11	00	3C	00	00	06
FF	29	01	02	04	08	24	00	82	00	77	00	76	00	00	06
03	2A	01	02	04	08	11	00	21	00	32	00	3C	00	00	02
02	2A	01	02	04	08	11	00	21	00	32	00	3C	00	00	02
75	2C	01	02	04	08	96	00	5C	00	49	00	8B	00	56	02
76	2C	01	02	04	08	97	00	5D	00	4B	00	8B	00	56	02
73	2C	01	02	04	08	96	00	5C	00	49	00	8B	00	56	02
74	2C	01	02	04	08	97	00	5D	00	4B	00	8B	00	56	02
DA	29	01	02	04	08	11	00	3C	00	F8	00	F9	00	56	02
33	2A	01	02	04	08	11	00	A5	00	9F	00	A6	00	11	02
35	2A	01	02	04	08	11	00	A5	00	9F	00	A6	00	11	02
34	2A	01	02	04	08	11	00	A5	00	9F	00	A6	00	11	02
36	2A	01	02	04	08	11	00	A5	00	9F	00	A6	00	11	02
8E	2E	01	02	04	08	6A	00	24	00	7C	00	3C	00	11	02
C3	30	01	02	04	08	6F	00	62	00	22	00	11	00	11	02
47	2A	01	02	04	08	11	00	A5	00	0D	00	7C	00	33	02
27	2C	01	02	04	08	8C	00	49	00	71	00	45	00	56	08
28	2C	01	02	04	08	8F	00	4B	00	73	00	48	00	56	08
2B	2C	01	02	04	08	8C	00	49	00	71	00	45	00	56	08
2C	2C	01	02	04	08	8F	00	4B	00	73	00	48	00	56	08
85	2A	01	02	04	08	11	00	32	00	7C	00	3C	00	56	02
80	2A	01	02	04	08	11	00	32	00	7C	00	3C	00	56	02
16	2A	01	02	04	08	3B	00	59	00	5B	00	8D	00	56	05
C6	2A	01	02	04	08	11	00	0D	00	3C	00	7C	00	11	02
31	2A	01	02	04	08	11	00	A5	00	7C	00	3C	00	11	02
32	2A	01	02	04	08	11	00	A5	00	7C	00	0D	00	11	02
B5	2A	01	02	04	08	11	00	21	00	7C	00	3C	00	56	02
B6	2A	01	02	04	08	11	00	21	00	7C	00	3C	00	56	02
6D	2C	01	02	04	08	96	00	5C	00	11	00	49	00	56	08
6E	2C	01	02	04	08	97	00	5D	00	11	00	4B	00	56	08
9F	2A	01	02	04	08	11	00	32	00	7C	00	3C	00	56	02
9E	2A	01	02	04	08	11	00	32	00	7C	00	3C	00	56	02
9B	2A	01	02	04	08	11	00	32	00	22	00	3C	00	11	02
9A	2A	01	02	04	08	11	00	32	00	22	00	3C	00	56	02
80	2F	01	02	04	08	11	00	32	00	05	00	23	00	56	02
00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	02
00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	02
00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	02
00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	02
00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	02
DB	29	01	02	04	08	11	00	1F	00	18	00	3C	00	11	02
9A	2F	01	02	04	08	24	00	33	00	1E	00	7C	00	56	02
99	2F	01	02	04	08	24	00	33	00	82	00	20	00	56	02
EA	2E	01	02	04	08	52	00	20	00	24	00	1E	00	00	02
EB	2E	01	02	04	08	20	00	1F	00	24	00	EA	00	00	02
EC	2E	01	02	04	08	20	00	82	00	1F	00	32	00	00	02
E0	2E	01	02	04	08	50	00	1F	00	24	00	1E	00	56	02
E3	2E	01	02	04	08	1F	00	20	00	24	00	7F	00	56	02
E1	2E	01	02	04	08	1F	00	20	00	3C	00	EC	00	01	02
E2	2E	01	02	04	08	1F	00	20	00	24	00	82	00	56	02
E6	2E	01	02	04	08	3A	00	23	00	33	00	82	00	56	02
24	2E	01	02	04	08	11	00	12	00	B1	00	3C	00	11	02
28	2E	01	02	04	08	11	00	12	00	B2	00	3C	00	11	02
26	2E	01	02	04	08	11	00	12	00	B3	00	3C	00	11	02
29	2E	01	02	04	08	11	00	12	00	B4	00	3C	00	11	02
25	2E	01	02	04	08	11	00	12	00	B5	00	3C	00	11	02
27	2E	01	02	04	08	11	00	12	00	B6	00	3C	00	11	02
85	2F	01	02	04	08	41	00	21	00	24	00	3C	00	11	02
48	2A	01	02	04	08	A7	00	21	00	24	00	11	00	05	02
F4	2E	01	02	04	08	24	00	82	00	20	00	11	00	56	02
08	2F	01	02	04	08	51	00	1E	00	24	00	3C	00	56	02
09	2F	01	02	04	08	1E	00	3A	00	24	00	1F	00	56	02
9E	2F	01	02	04	08	11	00	32	00	7C	00	3C	00	11	02
A5	2A	01	02	04	08	11	00	22	00	32	00	3C	00	56	0A
A4	2A	01	02	04	08	11	00	22	00	32	00	3C	00	56	0A
D3	2D	01	02	04	08	11	00	21	00	3C	00	7C	00	00	02
CC	2D	01	02	04	08	11	00	21	00	3C	00	7C	00	01	02
CD	2D	01	02	04	08	11	00	21	00	3C	00	7C	00	01	02
CE	2D	01	02	04	08	11	00	21	00	3C	00	7C	00	01	02
E0	2D	01	02	04	08	11	00	21	00	3C	00	7C	00	01	02
C8	2D	01	02	04	08	11	00	21	00	3C	00	7C	00	01	02
C9	2D	01	02	04	08	11	00	21	00	3C	00	7C	00	01	02
D0	2D	01	02	04	08	11	00	21	00	3C	00	7C	00	01	02
D1	2D	01	02	04	08	11	00	21	00	3C	00	7C	00	01	02
E3	2D	01	02	04	08	11	00	21	00	3C	00	7C	00	01	02
D2	2D	01	02	04	08	11	00	21	00	3C	00	7C	00	01	02
09	2D	01	02	04	08	11	00	1E	00	1F	00	7C	00	88	02
F9	2C	01	02	04	08	4E	00	4C	00	43	00	3C	00	33	02
FA	2C	01	02	04	08	4E	00	4C	00	43	00	3C	00	33	02
FB	2C	01	02	04	08	4E	00	4C	00	B0	00	3C	00	33	02
FE	2C	01	02	04	08	4E	00	4C	00	43	00	3C	00	33	02
F6	2C	01	02	04	08	AB	00	12	00	4C	00	4E	00	11	02
F7	2C	01	02	04	08	AC	00	12	00	4C	00	4E	00	11	02
07	2D	01	02	04	08	4E	00	4C	00	43	00	3C	00	33	02
FD	2C	01	02	04	08	4E	00	4C	00	43	00	3C	00	11	02
FC	2C	01	02	04	08	4E	00	4C	00	43	00	3C	00	33	02
E1	2A	01	02	04	08	11	00	21	00	3C	00	7C	00	00	02
56	2D	01	02	04	08	C7	00	C8	00	C9	00	CA	00	88	02
57	2D	01	02	04	08	BF	00	81	00	93	00	3C	00	11	02
C5	2D	01	02	04	08	11	00	2B	00	3C	00	7C	00	01	02
58	2D	01	02	04	08	D4	00	D6	00	CD	00	32	00	88	02
59	2D	01	02	04	08	B8	00	32	00	CF	00	D0	00	88	02
5A	2D	01	02	04	08	11	00	32	00	CF	00	D1	00	11	02
53	2D	01	02	04	08	B8	00	B9	00	7C	00	39	00	88	02
1D	2D	01	02	04	08	43	00	54	00	46	00	3C	00	44	02
1E	2D	01	02	04	08	43	00	54	00	47	00	3C	00	44	02
A3	2F	01	02	04	08	11	00	3C	00	7C	00	8B	00	11	02
3F	2A	01	02	04	08	3C	00	A4	00	7C	00	9D	00	33	02
30	2A	01	02	04	08	11	00	A5	00	7C	00	3C	00	33	02
A4	2F	01	02	04	08	11	00	3C	00	7C	00	8B	00	11	02
A8	2A	01	02	04	08	11	00	0D	00	3C	00	7C	00	11	02
A9	2A	01	02	04	08	11	00	0D	00	3C	00	7C	00	11	02
AA	2A	01	02	04	08	11	00	1F	00	32	00	7C	00	11	02
AB	2A	01	02	04	08	3C	00	0C	00	18	00	24	00	11	02
AC	2A	01	02	04	08	3C	00	0C	00	18	00	24	00	11	02
7E	2C	01	02	04	08	49	00	45	00	78	00	F5	00	56	08
7F	2C	01	02	04	08	4B	00	48	00	79	00	F6	00	56	08
4E	2F	01	02	04	08	11	00	32	00	3C	00	81	00	56	02
4F	2F	01	02	04	08	11	00	32	00	7C	00	3C	00	56	02
46	2A	01	02	04	08	11	00	13	00	05	00	0B	00	11	02
44	2A	01	02	04	08	A4	00	9F	00	A3	00	A1	00	11	02
37	2A	01	02	04	08	A5	00	9F	00	A6	00	05	00	11	02
3B	2A	01	02	04	08	11	00	3C	00	9F	00	A0	00	00	02
49	2A	01	02	04	08	A4	00	0D	00	9F	00	A0	00	05	02
4A	2A	01	02	04	08	A4	00	05	00	9F	00	A0	00	05	02
5F	2D	01	02	04	08	0D	00	3D	00	3E	00	40	00	05	02
